Lauren Bacall
Adrien Michaux
Roger Michell
Shelley Michelle
Jerzy Mierzejewski
Daniel Miglioranza
Chema de Miguel
Hiroshi Mikami
Miki Maya
Mads Mikkelsen
Rentarô Mikuni
María Milessi
Boris Milivojevic
Ben Miller
James Miller
Jon Miller
Kristen Miller
Lior Miller
Steven A. Milling
Leonardo Millán
Natalia Millán
Santi Millán
Jack Milo
Ara Mina
Eiji Minakata
Kaho Minami
Yôko Minamino
Yûichi Minato
Tôru Minegishi
Isidora Minic
Birgit Minichmayr
Jowita Budnik
Miou-Miou
Kevin Miranda
Robert Miranda
Ayan Mirkasimova
Mariya Mironova
Smriti Mishra
Abdullah Mishref
Vladimír Misík
Jimi Mistry
Merata Mita
Cleveland Mitchell
Kirsty Mitchell
Radha Mitchell
Sasha Mitchell
Labina Mitevska
Rhona Mitra
Yuriy Mitrofanov
Ken Mitsuishi
Marcus Mittermeier
Kiu-Wai Miu
Tomokazu Miura
Akihiro Miwa
Aoi Miyazaki
Masaru Miyazaki
Rie Miyazawa
Dori Mizrahi
Shaul Mizrahi
Kenji Mizuhashi
Ryûshi Mizukami
Asami Mizukawa
Miki Mizuno
Yûko Mizutani
Zalmen Mlotek
Ivan Mládek
Mo'Nique
Teresa Mo
Kate Moennig
Vincent Moes
Jerry Mofokeng
Mohan Babu
Geethu Mohandas
Karen Mok
Aleksandr Mokhov
Linda de Mol
Massimo Molea
Enrique Molina
Paul Naschy
Richard Moll
Kaori Momoi
Dominic Monaghan
René Monclova
Mario Monicelli
Antonio Monroi
Thibault de Montalembert
Irene Montalà
Joe Montana
Cesar Montano
Johnny Monteilhet
Kelly Monteith
Nicolás Montero
Diego Montes
Mario Montilles
Bernard Montini
Caleb Moody
Philip Moon
Moon So-ri
Kevin Alan Moore
Mandy Moore
Michael Moore
Stephanie Moore
Alejandro Mora
César Mora
John Moraitis
Jacobo Morales
Myriam Moraly
Nick Moran
Luisa Morandini
Morando Morandini
Laura Morante
Joseph Morder
Amaliya Mordvinova
Dino Morea
Marguerite Moreau
Michel Moreau
Sylvie Moreau
Yolande Moreau
Ana Moreira
Max Morel
Carlos Moreno
Genoveva Moreno
Marlon Moreno
Rene L. Moreno
Nanni Moretti
Rob Moretti
Jeffrey Dean Morgan
Trevor Morgan
Daniel Morgenroth
Toshiyuki Morikawa
Leo Morimoto
Yoshiyuki Morishita
Rui Morisson
Lea Mornar
James Morrison
Jennifer Morrison
Temuera Morrison
Rossana Mortara
Bubbi Morthens
Emily Mortimer
Amy Morton
Joe Morton
Samantha Morton
Mercedes Morán
Ali Mosaffa
Denis Moschitto
Mark Moses
William R. Moses
Scott Mosier
Kate Moss
Larry Moss
Rebecca von Mitzlaff
Masako Motai
Fatemah Motamed-Aria
Moshidi Motshegwa
Anna Mouglalis
Elisabeth Moulinier
Sherif Mounir
Vangelis Mourikis
Dru Mouser
Jean-Marc Moutout
Colin Moy
Stephen Moyer
Marianna Moór
Silvio Muccino
Mathias Muchus
Zoltán Mucsi
Aga Muhlach
Mukesh
Rani Mukerji
Sushmita Mukherjee
Rhys Muldoon
Peter Mullan
Michel Muller
Paul Muller
Peter Paul Muller
Ranjit Mallick
Callan Mulvey
Marcos Mundstock
Ian Mune
YoYo Mung
Alfonso Munguía
Roberto Munguía
Myrian Muniz
Pep Munné
Joey Munoz
Lochlyn Munro
Nilo Zimmerman
Raza Murad
Kazusa Murai
Jun Murakami
Murali
Murali
Takehiro Murata
Kim Murphy
Megan Murphy
Michael Murphy
Tom Murphy
Trevor Murphy
Chad Michael Murray
Govindini Murty
Tony Musante
Peter Musevski
Minttu Mustakallio
Marcel Musters
Pramod Moutho
Blanca Lidia Muñoz
Daniel Muñoz
Gloria Muñoz
Gustavo Muñoz
Jan Mybrand
Kim Myers
Lou Myers
Jarmo Mäkinen
Michael Mansson
Patrick Médioni
Mísia
Wotan Wilke Möhring
Richy Müller
Fatou N'Diaye
Vicenta N'Dongo
Matheus Nachtergaele
Jalil Naciri
Mustafa Nadarevic
François Nadin
Ghorban Najafi
Anant Nag
Masayoshi Nogami
Masami Nagasawa
Masatoshi Nagase
Toshiyuki Nagashima
Keishi Nagatsuka
Rolf Nagel
Nagendra Babu
Nagesh
Nagma
Ervin Nagy
Philippe Nahon
Xavier Naidoo
Takashi Naitô
Ahmad Najafi
Kazuya Nakai
Aimi Nakamura
Miki Nakatani
Rodion Nakhapetov
Govind Namdeo
Harikrishna Nandamuri
Agnese Nano
Yuka Nanri
Isabelle Nanty
Charles Napier
Napolean
Miki Narahashi
M.S. Narayana
Daniela Nardini
Sanjay Narvekar
M. Nasir
Nassar
Selim Nassib
Alok Nath
Arun Nath
Måns Nathanaelson
Yui Natsukawa
Mari Natsuki
Yûna Natsuo
James Naughton
Élodie Navarre
Lidia Navarro
Gracinda Nave
Goran Navojec
Borivoj Navrátil
Lola Naymark
Parivash Nazarieh
Eduard Nazarov
Aleksandra Nazarova
Thierno Ndiaye Doss
Mame Ndoumbé
Brent Neale
Kichitarô Negishi
Toshie Negishi
Alessandra Negrini
Napakpapha Nakprasitte
Alexandra Neldel
Robert Nellis
Joshua Nelson
Marjorie Nelson
Tim Blake Nelson
Jacky Nercessian
Ida Nerina
Franco Nero
James Nesbitt
Alida Neslo
Petra Nettelbeck
Christine Neubauer
Evan Neumann
Peter New
Denise Newman
Randall Newsome
Jason Newsted
Bridgett Newton
Eric Newton
Lionel Newton
Matthew Newton
Thandiwe Newton
David Wu
Francis Ng
Oanh Nguyen
Fabrizio Nicastro
Paul Nicholls
Dave Nichols
Julianne Nicholson
Koralee Nickarz
Julia Nickson
Sergiu Nicolaescu
Deva Dalporto
Stanislaw Niedbalski
Frédéric Niedermayer
Ditte Karina Nielsen
Timmo Niesner
Edgardo Nieva
Sonu Nigam
Chris Nightingale
Filippo Nigro
Miho Nikaido
Dragan Nikolic
Sasa Nikolic
Aleksey Nilov
Birgit Nilsson
Sally Nilsson
Jing Ning
Merab Ninidze
Slobodan 'Boda' Ninkovic
Nirosha
Navin Nischol
Navneet Nishan
Toshiyuki Nishida
Hidetoshi Nishijima
Clarice Niskier
Amparo Noguera
Héctor Noguera
Jean Pierre Noher
Michelle Nolden
Hironobu Nomura
Michiko Nomura
Pamela Nomvete
Roya Nonahali
Mirco Nontschew
Cees Nooteboom
Rosyam Nor
Marita Nordberg
Jacob Nordenson
Eduardo Noriega
Freddy Noriega
Widemir Normil
Kimberly Guerrero
Mike Norris
Jim Norton
John Novak
Tuva Novotny
Jan Nowicki
Menashe Noy
Alfred Ntombela
Mike Nussbaum
Francesco Nuti
Júlia Nyakó
Illés Nyitrai
Michael Nyqvist
Caroline Néron
Eslinda Núñez
Joel Núñez
Pepe Núñez
Oscar Nuñez
Ed O'Brien
Kieran O'Brien
Frances O'Connor
Raymond O'Connor
Alex O'Dogherty
Maurice O'Donoghue
Damien Odoul
Chico O'Farrill
Gail O'Grady
Michael O'Hagan
Mark O'Halloran
Brian O'Hare
Peter O'Meara
Kelly O'Neal
Shaquille O'Neal
Genevieve O'Reilly
Colleen O'Shaughnessey
Michael O'Sullivan
Katia Leclerc O'Wallis
Paul Oakenfold
Phil Oakey
Sundra Oakley
Mimoun Oaïssa
Diether Ocampo
Joe Ochman
Mauricio Ochmann
Jesús Ochoa
Joe Odagiri
Jean Odoutan
Issei Ogata
Naoto Ogata
Kinya Ogawa
Mami Ogawa
Ichirô Ogura
Ji-Ho Oh
Sandra Oh
Noriko Ohara
Nobuyo Ôyama
Mitsuhiro Oikawa
Michael Ojake
Manuel Ojeda
Yoshinori Okada
Yukiko Okamoto
Tamio Ôki
Sophie Okonedo
Eiji Okuda
Kôen Okumura
Kaoru Okunuki
Leonid Okunyov
Ruth Olafsdottir
Will Oldham
Fjodor Olev
Héctor Olivera
Louie Olivos Jr.
Cahit Ölmez
Boy Olmi
Allan Olsen
Eric Christian Olsen
Niels Olsen
Sara Møller Olsen
Mitchell Olson
Timothy Olyphant
Andy On
Tayeb Oueslati
Victoria Onetto
Mayumi Ono
Martin Ontrop
Sidede Onyulo
Ikue Ôtani
Manfred Oppermann
Franco Oppini
Isabel Ordaz
Giuseppe Oristanio
Jirí Ornest
Álfrún Örnólfsdóttir
David Jason Orr
Jorge Ortiz Sánchez
Javier Ortiz
Beth Orton
Romano Orzari
Takao Osawa
Farouk Valley-Omar
Yelba Osorio
Ren Ôsugi
Mirelly Taylor
Sándor Oszter
Cheri Oteri
Blanca Oteyza
Nene Ohtsuka
Evald Otterstad
Noufou Ouédraogo
Rasmané Ouédraogo
Tom Ouedraogo
Nejia Ouerghi
Levani
Peter Outerbridge
Kati Outinen
Adama Ouédraogo
Kelly Overton
Rick Overton
Rodrigo Oviedo
Clive Owen
Rena Owen
Sayuri Oyamada
Kazuyoshi Ozawa
Yukiyoshi Ozawa
Adriana Ozores
Genesis P-Orridge
Tony Pacheco
Amit Pachori
Marisol Padilla Sánchez
Haydée Padilla
Daniel R. Pagath
Ken Page
Matthew Page
T. Bruce Page
Olivier Pagès
Arturo Paglia
Camille Paglia
Peter Paige
Jong-hak Baek
Géraldine Pailhas
Manuela Pal
Surendra Pal
Tapas Pal
Ron Palillo
Jana Pallaske
Rossy de Palma
Pierre Palmade
Rebecca Palmer
Robert Palmer
Suhas Palshikar
Michael Pan
Aditya Pancholi
Nirmal Pandey
Claudia Pandolfi
Michael Panes
Hayden Panettiere
Andrey Panin
Valentina Panina
Archie Panjabi
Nicola Pannelli
Pedro Pano
Florian Panzner
Ketty Papanika
Irene Papas
Markella Pappa
Andy Pappas
Brigitte Paquette
Vanessa Paradis
Leona Paraminski
Parviz Parastui
Sabrina Paravicini
Gina Pareño
Michael Parenti
Judy Parfitt
Joong-Hoon Park
Shin-yang Park
David Parker
Marisa Petroro
Molly Parker
Ted Parks
Seetha
Arun Pawilai
Michelle Parylak
Georgette Paré
Adam Pascal
Earl Pastko
Piolo Pascual
Aleksandr Pashutin
Giorgio Pasotti
Fabian Joest Passamonte
Bastian Pastewka
Rosana Pastor
Elsa Pataky
Ameesha Patel
Asha Patel
Harish Patel
Alejandro Patiño
Pablo Patlis
Andreas Patton
Ravi Patwardhan
Roderick Paulate
Sara Pauley
Jana Paulová
Nicolás Pauls
Arnulf Paulsen
Marie Payen
Jo Marie Payton
Radoslaw Pazura
Jane Peachey
Cameron Pearson
Fred Pearson
Jay Pearson
Kate Peckham
Susú Pecoraro
Aaron Pedersen
Simon Pegg
Harvey Pekar
Oana Pellea
Ingrid Pelicori
Antonio Pellegrino
Valdis Pelsh
Markku Peltola
Ana Luisa Peluffo
Pelé
Michael Peña
Alejandra Peniche
Flavio Peniche
Kal Penn
Sofocles Peppas
Javier Pereira
Ricardo Pereira
Marek Perepeczko
Ranjith Perera
Diego Peretti
Susan Peretz
Patricia Pereyra
Julio Perillán
Meral Perin
Sergio Peris-Mencheta
Clare Perkins
Emily Perkins
Oz Perkins
Claude Perron
Marie-Chantal Perron
Mikael Persbrandt
Markus Perschmann
Kim Person
Jorge Perugorría
Atila Pesiani
Jan Peszek
Caroline Peters
Jan Peters
Ivan Mathias Petersson
Aurélia Petit
Aleksey Petrenko
Nina Petri
Mikhail Petrov
Luka Petrusic
Joe Petruzzi
Ann Petrén
Miroslav Petrícek Jr.
Sílvia Pfeifer
Dedee Pfeiffer
Amy Phillips
Ethan Phillips
Nathan Phillips
Sally Phillips
Philou
Elliot Page
Rain Phoenix
Jesdaporn Pholdee
Sara von Schwarze
Biju Phukan
Nilu Phule
Sonam Phuntsok
Rosa Pianeta
Jean Piat
Cherry Pie Picache
Edward Piccin
Fred Pickler
Jim Piddock
Wendell Pierce
Frédéric Pierre
Frédéric Pierrot
Frank Pierson
Tuulikki Pietilä
Gary Pike
Rosamund Pike
Lorraine Pilkington
Søren Pilmark
Csaba Pindroch
Larry Pine
Robert Pine
Enrique Piñeyro
Amandio Pinheiro
Helô Pinheiro
Dominique Pinon
Gordon Pinsent
Enrique Pinti
Clara Pinto Correia
Fernando Alves Pinto
Gary Piquer
Paulo Pires
Parsa Pirouzfar
Marie-France Pisier
Camila Pitanga
Michael Pitt
Jacob Pitts
John Pizzarelli
Michele Placido
Violante Placido
Glen Plake
Begonya Plaza
Milan Plestina
Jirí Ployhar
Tadeusz Plucinski
Cory Poccia
Denis Podalydès
Amy Poehler
Benoît Poelvoorde
Massimo Poggio
Pascaline Ponti
Kim Poirier
Antonio Polo Galante
Gerhard Polt
Ellen Pompeo
Antônio Pompêo
José Manuel Poncelis
Ponnambalam
Kaviyoor Ponnamma
Matthias Ponnier
Mercè Pons
Anthony Pontrello
Antonella Ponziani
Mitica Popescu
Valentin Popescu
Irina Savina
Carlos Portaluppi
Cláudio Portioli
Manuel Porto
Paolo Porto
Krishna Murali Posani
Serge Postigo
Christian Potenza
Jan Potmesil
Lisa Maria Potthoff
Josep Maria Pou
Julien Poulin
Melvil Poupaud
Clifton Powell
Esteban Powell
Michael Warren Powell
Robert Powell
Beata Pozniak
Prabhu
Jakub Prachar
Nora Prado
Axel Prahl
Satya Prakash
Prakash Raj
Narendra Prasad
Prashanth
Kyla Pratt
Prema
Robert Prentiss
Laura Prepon
Brian Presley
Dennis T. Carnegie
Robert Thomas Preston
Carrie Preston
Eckhard Preuß
Alessandro Preziosi
María José Prieto
Hary Prinz
Erica Prior
Prithvi
Phil Proctor
Santisuk Promsiri
Brian Prosser
Maria Protopappa
Patricia Proudman
Marcin Przybylski
Cunxin Pu
María Pujalte
Dominic Purcell
James Purefoy
Amrish Puri
Om Puri
Rajesh Puri
Bruno Putzulu
James Pyduck
Sergi Pàmies
Tibor Pálffy
Jasper Pääkkönen
Ildikó Pécsi
Roger Pera
Adriana Pérez
Susana Pérez
Ching Wong
Glicínia Quartin
Suzi Quatro
Juan Querol
Rosette
Ces Quesada
Maeve Quinlan
Brandon Quinn
Peter Quintana
Guillermo Quintanilla
Lorenzo Quinteros
Rufa Mae Quinto
Jocelyn Quivrin
Eric Quizon
Peter Raab
Radhika Sarathkumar
Raasi
Vijay Raaz
Erika Rabau
Olivier Rabourdin
Saeed Rad
Daniel Radcliffe
Murad Radzhabov
Raekwon
Cyril Raffaelli
Nethra Raghuraman
Raghuvaran
Pablo Rago
Rahman
Aishwarya Rai Bachchan
Marjatta Raita
Charan Raj
Rajasekhar
Petr Hradil
Rajendra Prasad
Rajesh
Zen Kajihara
Puru Rajkumar
Pierre-Loup Rajot
Alyssa Rallo Bennett
Fernando Ramallo
Rambha
Efren Ramirez
Adlin Aman Ramlee
Dee Dee Ramone
Joey Ramone
Johnny Ramone
Marky Ramone
Lázaro Ramos
Pablo Ramos
Santiago Ramos
David Ramsey
Kôju Ran
Ashutosh Rana
Moammar Rana
Shahid Rana
Shuli Rand
Suman Ranganath
David Logan Rankin
James Ransone
Galatea Ranzi
Rekha Rao
Martin Rapold
Kseniya Rappoport
Sasa Rasilov
Premsinee Ratanasopha
Dan Rather
Elden Henson
Anne Ratte-Polle
Chris Ratti
Simon Rattle
Rolando Ravello
K.S.L. Swamy
Ravi Teja
Kurt Ravn
Paresh Rawal
Lisa Ray
Vyacheslav Razbegaev
Regina Razuma
Elizabeth Reaser
Jonty Reason
Aurélien Recoing
Jerry Rector
Raghunatha Reddy
Mark Redfield
Richard Redmond
Richard Rees
Roger Rees
Simon Reggiani
Frantisek Rehák
Jason Reilly
Taisto Reimaluoto
Robert Reina
Steve Reinke
Terence Reis
David Reivers
Richie Jen
Gilles Renaud
Fabián Rendo
Clarisa Rendón
Serge Renko
Annett Renneberg
Callum Keith Rennie
Camilla Renschke
Andrea Renzi
Liisa Repo-Martell
Thekla Reuten
Revathi
Coralie Revel
Lourdes Reyes
Pedro Reyes
Rina Reyes
Dominique Reymond
Judit Rezes
Matthew Rhys
Yong Ho Ri
Serge Riaboukine
Carlos Alberto Riccelli
Claude Rich
Gwendolyn Rich
Keith Richards
Damien Richardson
Isabel Richer
Nate Richert
Andy Richter
Julia Richter
Patrick Richwood
Ronnie Ricketts
Stéphane Rideau
John Riedlinger
Peter Riegert
Katja Riemann
Max Riemelt
Mary Riggans
Hildegun Riise
Michael Riley
Susanna Ringbom
Alain Riou
Mukesh Rishi
Michael Rispoli
Lazar Ristovski
Ana Risueño
Jill Ritchie
Magdalena Ritter
Paul Ritter
Robert Ritter
Gary Rivas
Emilio Rivera
Mabel Rivera
Martin Roach
Brent Roam
Sam Robards
Ian Roberts
Ian Roberts
Pascale Roberts
Shawn Roberts
Cliff Robertson
Georgianna Robertson
Tony Robinow
Laila Robins
Andrea C. Robinson
Roger Robinson
Zuleikha Robinson
Patrick Rocca
Stefania Rocca
Elisabetta Rocchetti
Bob Rock
Karel Roden
Michael E. Rodgers
Marco Rodríguez
Michelle Rodriguez
Celia Rodriguez
Juan Francisco Rodríguez
Maritza Rodríguez
Miguel Ángel Rodríguez
Omar Chagall
Viviana Rodríguez
Daniel Roebuck
Jorge Roelas
Carlos Roffé
Ada Rogovtseva
Roja
Benjamín Rojas
Ana Patricia Rojo
María Rojo
Will Rokos
Benjamin Rolland
Françoise Romand
Gerardo Romano
Stephanie Romanov
Constantino Romero
Gloria Romero
Tina Romero
Shanti Roney
Fabrizio Rongione
Michael Rooker
Andrew Rooney
Alexander Roos
Stephen Root
Johanna Rosaly
Roscoe
Nectar Rose
Sarah Rosenberg
Vanna Rosenberg
Rudy Rosenfeld
Carolina Rosi
Francesco Rosi
Liliana Ross
Neil Ross
Paul Ross
Kim Rossi Stuart
Jacques Rossi
Valentin Rossier
Hichem Rostom
F. David Roth
Fritz Roth
Andrew Rothenberg
Jean-Paul Rouve
Douglas Rowe
Kelly Rowland
Richard Roxburgh
Arundhati Roy
Carter Roy
Priscilla Rozenbaum
Brigitte Roüan
Gigi Rua
Arawat Ruangvuth
Sergio Rubini
Paul Rudd
Dick Rude
Lars Rudolph
Belén Rueda
Eric Ruf
Elena Rufanova
Mark Ruffalo
Rufus
Mogens Rukov
Ja Rule
Stefano Rulli
Lee Rumohr
Darko Rundek
Kurt Max Runte
Katja Rupé
Nina Ruslanova
Amy Russ
Tim Russ
David Lee Russek
Lucy Russell
Damiano Russo
Daniel Russo
Elena Russo
Tomer Russo
Yuliya Rutberg
Isabel Ruth
Camilla Rutherford
Laura Ruttkay
Amy Ryan
Amy Rydell
Christopher Rydell
Amy Ryder
Ryô
Claus Ryskjær
Seung-beom Ryu
Zoltán Rátóti
Natacha Régnier
Armando del Río
Santiago Ríos
Jan Gunnar Røise
Max Rüdlinger
Helmut Rühl
S.J. Suryah
Nicolas Saada
Kaija Saariaho
Thierry Sabine
Hind Sabri
Rajeshwari Sachdev
Sachin Pilgaonkar
Susanne Sachße
José Sacristán
Faramarz Sadighi
Paul Sado
Marty Sader
Tony Sagastizado I
Rustam Sagdullaev
Vincenzo Saggese
Akéla Sagna
Luis Saguar
Sahiba
Edward Said
Pranjal Saikia
Saikumar
Saima Noor
Luc Saint-Eloy
Pirkko Saisio
Masaaki Sakai
Noriko Sakai
Nagatoshi Sakamoto
Sakshi Shivanand
Rei Sakuma
Takahiro Sakurai
Edoardo Sala
Hani Salama
Corso Salani
Stephanie Salas
Susana Salazar
Theresa Saldana
Zoe Saldana
Sabrina Salerno
Marcus Salgado
Carmen Salinas
Shawn Salinas
Adman Salleh
Khalid Salleh
Gustavo Salmerón
Colin Salmon
Bruno Salomone
Silje Salomonsen
Facundo Saltarelli
Glen Salter
Enzo Salvi
Jesper Salén
Udo Samel
Evagelia Samiotaki
Rogério Samora
Carlos Samperio
Mercedes Sampietro
Basem Samrah
Torger Samuelsen
Alberto San Juan
Sana
Hiroyuki Sanada
Caridad Sanchez
Victoria Sanchez
José Fabio Sancinetto
Jay O. Sanders
Mahendra Sandhu
Stefania Sandrelli
Viggo Sandvik
Giuseppe Sanfelice
Sanghavi
Nurin Sanlley
Kathryn Sannella
Shirô Sano
Maya Sansa
Marisol Santacruz
Inaldo Santana
Isabella Santodomingo
Matías Santoianni
Reni Santoni
Rodrigo Santoro
Carlos Santos
Jeffrey Santos
Judy Ann Santos
Lina Santos
Vilma Santos
Sapna Sappu
Teresa Saponangelo
Tej Sapru
César Sarachu
Ashok Saraf
Kovai Sarala
Saranya Ponvannan
Sarath Babu
Sarath Kumar
Lucia Sardo
Fran Sariego
Laboni Sarkar
Peter Sarsgaard
Iossif Surchadzhiev
Clelia Sarto
Margrit Sartorius
Hirohisa Sasaki
Yumeka Sasaki
Jamel Sassi
Shivaji Satam
Hitomi Satô
Kôichi Satô
Dietrich E. Sattler
Sathyaraj
Sakichi Sato
Saud
Stefan Sauk
Edith Snow
Naky Sy Savane
Sonja Savic
Tom Savini
Kenji Sawada
Halidou Sawadogo
Sharat Saxena
Leonardo Sbaraglia
Stephen Scaia
Scarface
Luciano Scarpa
Giulio Scarpati
Birge Schade
Eric Schaeffer
Svein Scharffenberg
Gabrielle Scharnitzky
Harold Schechter
Jeffrey Schecter
Robert Scheer
Hertha Schell
Michael Schenk
Udo Schenk
Tobias Schenke
Péter Scherer
Tom Schilling
Elia Schilton
Tomasz Schimscheiner
Ulrike Schirm
Beat Schlatter
Niels-Bruno Schmidt
Rusty Gray
Heinrich Schmieder
Irma Schmitt
Sanne Schnapp
Monika Schnarre
Gisela Schneeberger
Helge Schneider
Caroline Scholze
Frank Schorpion
Marie-Luise Schramm
Erik Schrody
Sabine Schroth
Harald Schrott
Barbara Schulz
Tanja Schumann
Leon Schuster
Daan Schuurmans
Jennifer Schwalbach Smith
Scott L. Schwartz
Jessica Schwarz
Simon Schwarz
Bruno Schwebel
Matthias Schweighöfer
Arndt Schwering-Sohnrey
Kurt Sinclair
Hanna Schygulla
Werner Schünemann
Jörg Schüttauf
Bernhard Schütz
Katharina Schütz
Carey Scott
Donovan Scott
Jill Scott
Tom Everett Scott
Davy Garlo
Angus Scrimm
Nick Searcy
Adela Secall
Deborah Secco
Peggy Seeger
Jay Sefton
Yuval Segal
Paolo Seganti
Santiago Segura
Barbora Seidlová
Mathilde Seigner
Trond Espen Seim
Nezâ Selbuz
Marian Seldes
Serif Sezer
Edgar Selge
Hesham Selim
Finn Arild Selnes
David Selvas
Phil Selway
Peter Sempel
Raima Sen
Sushmita Sen
Azlee Senario
Mazlan Senario
Wahid Senario
Rituparna Sengupta
Senthil
Mohamad Ali Sepanlou
Zoltán Seress
Andy Serkis
Assumpta Serna
Snooky Serna
Terry Serpico
Saïd Serrari
Joan Manuel Serrat
Michel Serrault
Juan Carlos Serrán
Manuela Servais
Riccardo Serventi Longhi
Toni Servillo
John Sessions
Jorge Sesán
Renu Setna
Roshan Seth
Parmeet Sethi
Matthew Settle
Dan Severn
Marieta Severo
Corey Sevier
Cara Seymour
Tom Seymour
Safak Sezer
Shaan Shahid
Nabil Shaban
David Shackelford
Kashmira Shah
Naseeruddin Shah
Reena Shah
Shakeela
Khosro Shakibai
Gene Shane
Anoushka Shankar
Michael Shannon
Polly Shannon
John Sharian
Zinaida Sharko
Kim Sharma
Partap Sharma
Rajesh Sharma
Duane Sharp
Archana Shastry
Afdlin Shauki
Billy Joe Shaver
Boris Shcherbakov
Sheela
Michael Sheen
Aashif Sheikh
Judith Shekoni
Angela Shelton
Gideon Shemer
Parry Shen
Tiffany Shepis
Mark Sheppard
Antony Sher
Jimmy Shergill
Anthony Sherwood
Sheetal Sheth
Shamita Shetty
Shilpa Shetty Kundra
Suniel Shetty
Dmitriy Shevchenko
Fui-On Shing
Ko Shibasaki
Kippei Shîna
Justin Shilton
Sab Shimono
Dalia Shimko
Shirô Shimomoto
Shin Ha-kyun
Hyeon-jun Shin
Sayaji Shinde
Linda Shing
Shinji Kasahara
Sansei Shiomi
Toshi Shioya
Hassan Pourshirazi
Namrata Shirodkar
Himani Shivpuri
Rita Shukrun
Tillotama Shome
Miriam Shor
Shouei
Anna Shtukaturova
Shu Qi
Skyler Shaye
Ivan Shvedoff
Dimitris Siakaras
Georges Siatidis
Pietro Sibille
Evgeniy Sidikhin
Drew Sidora
Rocco Siffredi
Ingvar Sigurdsson
Stephen Sikder
Allison Siko
Pedro Miguel Silva
Sarah Silverman
J.K. Simmons
Tom Simmons
Carly Simon
Harper Simon
Morgan Simpson
Simran
Aaron Sims
Lap-Man Tan
Dara Singh Randhawa
Upasna Singh
Shatrughan Sinha
Otto Sirgo
Nicola Siri
Alberto Sironi
Anna Sisková
Nancy Sit
Lakshmi Gopalaswamy
Jules Sitruk
Siva
Emma Wiklund
Helen Sjöholm
Stewart Skelton
Gerasimos Skiadaressis
Vladimír Skultéty
Gloria Slade
John Slattery
Anatoly Slivnikov
Tucker Smallwood
Ron Smerczak
Bubba Smith
Cedric Smith
Christie Lynn Smith
Douglas Smith
Fiona Smith
Gregory Smith
Jack Smith
Jason E. Smith
John Q. Smith
Kellita Smith
Ozzie Smith
Roger Guenveur Smith
William Smith
Joy Smithers
Bryan Smithson
Artur Smolyaninov
Ron Smoorenburg
Kasia Smutniak
Ahmed Snoussi
Héctor Soberón
Shobana
Matt Socia
Mar Sodupe
Thunder Sugiyama
Natalia Sokolova
Semka Sokolovic-Bertok
Sol Kyung-gu
Natasa Tapuskovic
Fernando E. Solanas
Malena Solda
Paul Soles
Emilio Solfrizzi
Sergio Solli
Muriel Solvay
Milind Soman
Josef Somr
Byung-ho Son
Conrad Son
Song Kang-ho
Xiaoying Song
Frank Sontag
Agnès Soral
Maricel Soriano
Paolo Sorrentino
Kath Soucie
Soundarya
Catherine Spaak
Jonny Spanish
Babis Spanos
Sparky Sparks
Serena Spaziani
Hannah Spearritt
Eddie Spears
Dan Spielman
Jaap Spijkers
Stephen Spinella
Takis Spyridakis
Will Spoor
Jens Jørn Spottag
Greg Spottiswood
Robin Spriggs
Steen Springborg
Annie Sprinkle
Cole Sprouse
Dylan Sprouse
Eric Spudic
Chris Squire
Sreenivasan
Srihari
Srikanth
Aditya Srivastav
Srividya
Krung Srivilai
Shruti
Michael A. Stackpole
Heiner Stadler
Robert Stadlober
Zach Staenberg
John Standing
Aaron Stanford
Mike Stanley
Mavis Staples
Stefanie Stappenbeck
Mike Starr
Albena Stavreva
Peter Stebbings
Evgeniy Steblov
Johanna ter Steege
Ralph Steel
Rob Stefaniuk
Milan Stefe
Vladimir Steklov
Danuta Stenka
Viktor Stepanov
Trevor A. Stephens
Daniel Stern
Brinke Stevens
G.W. Stevens
Joe Stevens
Julie Stevens
Cynthia Stevenson
Kristen Stewart
Sara Stewart
Will Stewart
Hugo Stiglitz
Slavko Stimac
Brett Stimely
Brad Stine
Zuzana Stivínová
Boro Stjepanovic
Lindsey Stoddart
András Stohl
Oliver Stokowski
Mink Stole
Josiane Stoléru
Danton Stone
Gerry Storey
Dennis Storhøi
Bebo Storti
Manon Straché
Casey Strand
Sarah Strange
Guta Stresser
Jean-Marie Straub
Peter Strauß
Gary Stretch
KaDee Strickland
Devid Striesow
Anna-Lena Strindlund
Yale Strom
Brenda Strong
Rider Strong
Martin Stropnický
Carel Struycken
Sebastian Ströbel
Fyr Thorvald Strömberg
Eric Stuart
Jazmín Stuart
Imogen Stubbs
Zdena Studenková
Maciej Stuhr
Bogdan Stupka
Evgeniy Stychkin
Berndt Stübner
Tarcy Su
Michel Subor
Paulyn Sun
Aya Sugimoto
Tetta Sugimoto
Anitta Suikkari
Sujatha
Maksim Sukhanov
Viktor Sukhorukov
Sukumari
Azhar Sulaiman
Lydia Shum
Suman
Shekhar Suman
Cree Summer
Honglei Sun
Sunderarajan
Bjørn Sundquist
Hélène Surgère
Sanjay Suri
Sushant Singh
Goran Susljik
Tarô Suwa
Anne Suzuki
David Suzuki
Kyôka Suzuki
Hirotaka Suzuoki
Emma Suárez
Héctor Suárez
Héctor Noas
Per Svensson
Svetlana Svetlichnaya
Donn Swaby
Swarnamalya
Will Swenson
Bartlomiej Swiderski
